"connectionType","headline","name","photoUrl","profileId","profileUrl","reactionType"
"1st","Creative Director | Designer","Paul Westergard","https://media.licdn.com/dms/image/v2/D5603AQHlOVLXPhKvwA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1707196742765?e=1756944000&v=beta&t=5nHKs_dyeSsH_COfbKjfFohiR3m5zHtH-gScZyohX0o","ACoAAAEr_9IB8kIE-Bd6lKE3OnrrrZCZ9FF3Qok","https://www.linkedin.com/in/ACoAAAEr_9IB8kIE-Bd6lKE3OnrrrZCZ9FF3Qok","LIKE"
"1st","Executive Creative Director at Intuit","Christopher Clarke","https://media.licdn.com/dms/image/v2/D5603AQF47rBC2NuwqA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1707198907024?e=1756944000&v=beta&t=PGg_iFittojoHeX5gIxHsQKbd1hmO0O3KFoAQ_LYcG4","ACoAAAGRqlgBX6w78mVmcoyrGxTd5jdJ0u6nBfA","https://www.linkedin.com/in/ACoAAAGRqlgBX6w78mVmcoyrGxTd5jdJ0u6nBfA","LIKE"
"1st","Motion Designer | Co-Founder @Kokosh Studio","Ivan Milošević","https://media.licdn.com/dms/image/v2/D4E03AQEFtPHd3K_Kyw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1730984796995?e=1756944000&v=beta&t=KH47dzIuZFxRI_kK4dDKEUhJmSepbj9jeYjvMTK3vlI","ACoAABv7wOYBVf6DqWNe7xNx1tpJ2qcfO5ZsgQU","https://www.linkedin.com/in/ACoAABv7wOYBVf6DqWNe7xNx1tpJ2qcfO5ZsgQU","EMPATHY"
"1st","Creative Director | SaaS Marketing Design Leader | Transforming Creative Vision into Business Value | Advocate for Scalable Brand Systems","Itai Lahav","https://media.licdn.com/dms/image/v2/D4D03AQHzCTGeIbWDjg/profile-displayphoto-shrink_400_400/B4DZP3mXT.G0Ag-/0/1735025852786?e=1756944000&v=beta&t=wpHL4Qa7byQb599oFtWx9GDuEA9Q6KXXJt3BzIM2ods","ACoAAAJkUmcB99zeApM61KU6I6GKz3J087Xoos8","https://www.linkedin.com/in/ACoAAAJkUmcB99zeApM61KU6I6GKz3J087Xoos8","LIKE"
"1st","Senior Motion Designer/Animator","Lyuben Karamarinov","https://media.licdn.com/dms/image/v2/C4E03AQFn2x8M_aX64A/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1655564514672?e=1756944000&v=beta&t=OhUcTILXyevEiz-sfBDuEDzFuElFymljSgTYm_9pgAQ","ACoAABoWrAIBC5GAxY33xvVWhwuFj0ESMtjv7jI","https://www.linkedin.com/in/ACoAABoWrAIBC5GAxY33xvVWhwuFj0ESMtjv7jI","LIKE"
"1st","Communication-first, Design-driven Motion for Brands AE | Blender | Unity | Rive","Sreejith K","https://media.licdn.com/dms/image/v2/D5603AQHZVnvWLr7HUQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1719012861053?e=1756944000&v=beta&t=wNWO9ZXmo6Z09JcV_FL-NPGnjPQAxN9QIHrsIPS6oIQ","ACoAACOPhcQB3W12WR3cfkoKSRac9_P4e6yNcdA","https://www.linkedin.com/in/ACoAACOPhcQB3W12WR3cfkoKSRac9_P4e6yNcdA","EMPATHY"
"3rd+","Sr. Manager, Clinical Program Design at Amwell","Jennifer Shoaf Teller MSN, RN","https://media.licdn.com/dms/image/v2/D4E03AQF8Zb9jlcnZJw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728513123563?e=1756944000&v=beta&t=hh-cIA3a928X5S2_79eEY9RlLZPaIOUUrFeTn0GmE78","ACoAAAhnliUBynfywwCUJOwrfUAwuC5JMrISXuk","https://www.linkedin.com/in/ACoAAAhnliUBynfywwCUJOwrfUAwuC5JMrISXuk","APPRECIATION"
"2nd","Senior Art Director @ Keller Williams Realty, LLC. | Creative Direction","Analilia Morales","https://media.licdn.com/dms/image/v2/D5603AQGFCQp2FQOyOQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1718232176501?e=1756944000&v=beta&t=NS8tzzZZfwd2C7EsXvC0AJjw8PSfLzsRQPOSKeeBQZs","ACoAAAigv64B0MvgQNP1oL6ZYEjeRHxsIpESlko","https://www.linkedin.com/in/ACoAAAigv64B0MvgQNP1oL6ZYEjeRHxsIpESlko","LIKE"
"3rd+","Senior Buyer- Supply Chain Management- Procurement- Finance-Mayo Clinic -Creative Outlook - Communications- Artist- Graphic Design","Katie Hasleiet","https://media.licdn.com/dms/image/v2/D5635AQHd-4RyuXxaHw/profile-framedphoto-shrink_400_400/profile-framedphoto-shrink_400_400/0/1722426913913?e=1751990400&v=beta&t=9cBO2vS2wQ1VdRS-uK4UgJygPzldY113nlUZkrFEj-Q","ACoAABTUxbYBjJcXTOrZ78MrlmCpzMdXG4Y5NoY","https://www.linkedin.com/in/ACoAABTUxbYBjJcXTOrZ78MrlmCpzMdXG4Y5NoY","EMPATHY"
"2nd","Brand Designer @ Eli Lilly","Krystal K.","https://media.licdn.com/dms/image/v2/C5603AQGO_kuQ8BNoGA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1609792852396?e=1756944000&v=beta&t=pDTQCcOlYKz4rg2aWecFPEQirMQwKi6Qg4KAdXU-GVI","ACoAAAUYf6EBr3QhEVR1ZCDGcWlZvQjiOIMrvzw","https://www.linkedin.com/in/ACoAAAUYf6EBr3QhEVR1ZCDGcWlZvQjiOIMrvzw","LIKE"
"2nd","Motion Designer - Post Pro","Bagas M.",,"ACoAACQpczgBnXQCMZDTpZNOGQ4E9D066yNNqIY","https://www.linkedin.com/in/ACoAACQpczgBnXQCMZDTpZNOGQ4E9D066yNNqIY","LIKE"
"2nd","Art Director | 3D Generalist","Michael Wynne","https://media.licdn.com/dms/image/v2/D5603AQHi6A14iOU_Fw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1674619722214?e=1756944000&v=beta&t=ob3jnqxUPwQfOk9N-Vcuy3VNmeJY4cMZPVq_0TPhPYA","ACoAAACZXFgBceve263Ty0RiWADF6pp54WY40PY","https://www.linkedin.com/in/ACoAAACZXFgBceve263Ty0RiWADF6pp54WY40PY","LIKE"
"2nd","Digital Designer","Zihyun Kim",,"ACoAACOGqjIBrbXs8CgEtZhhzcfUH4LVw0yA0LA","https://www.linkedin.com/in/ACoAACOGqjIBrbXs8CgEtZhhzcfUH4LVw0yA0LA","LIKE"
"2nd","Creative Director - Experience Design Team at U.S. Bank","Jenna Leskela","https://media.licdn.com/dms/image/v2/D5603AQH41KW86PWuqw/profile-displayphoto-shrink_100_100/B56ZcZkRjRHEAY-/0/1748480629410?e=1756944000&v=beta&t=zNOHYCjhtlXMInprAAJTRul5GpRhJngCC_NSwTQptVU","ACoAAABaVHcBIP7L39XF5FN0sqKOZ8J9x4extss","https://www.linkedin.com/in/ACoAAABaVHcBIP7L39XF5FN0sqKOZ8J9x4extss","LIKE"
"2nd","Head of Motion Design @ ZoomInfo","Ryan Sweeney","https://media.licdn.com/dms/image/v2/D4E03AQHyhkaY_YKhRw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1685884477945?e=1756944000&v=beta&t=Xi7ouQDMvIyJha0NirKn75H6MpzGRoZUavyYhAsX5GY","ACoAAAMb0HcBV_0s4HeqS2Wc7qEogkPV5X01U78","https://www.linkedin.com/in/ACoAAAMb0HcBV_0s4HeqS2Wc7qEogkPV5X01U78","LIKE"
"3rd+","Designer | Branding, UX/UI, Motion Graphics & Webflow","Ognjen Marinkovic","https://media.licdn.com/dms/image/v2/D4D03AQGUEFB_3QufbQ/profile-displayphoto-shrink_400_400/B4DZUFqHv2G8Ak-/0/1739556683108?e=1756944000&v=beta&t=O4jwtm1X5HXiFvZarpUODyvVDOPL2u7THmw6eMVS9FY","ACoAACs9tQEBFmP0DED3PAJn6aNHTXS54bYwvHg","https://www.linkedin.com/in/ACoAACs9tQEBFmP0DED3PAJn6aNHTXS54bYwvHg","LIKE"
"2nd","Digital Designer UI/UX Product","Tatenda Takavarasha","https://media.licdn.com/dms/image/v2/D4E03AQFW8TPol9XeXw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728813794144?e=1756944000&v=beta&t=u69TggHMoeLFR0-Yd_aQjbNypUBAEAZDrRmWa4zjDR8","ACoAAAdYrH0BqzGrI1RnSdxNIUXHBy796Nq2uq4","https://www.linkedin.com/in/ACoAAAdYrH0BqzGrI1RnSdxNIUXHBy796Nq2uq4","EMPATHY"
"2nd","Art direction, Graphic and Motion design","Mariana Ramirez Uzcategui","https://media.licdn.com/dms/image/v2/D4D35AQGJ6J-qExgIKw/profile-framedphoto-shrink_400_400/profile-framedphoto-shrink_400_400/0/1694532657165?e=1751990400&v=beta&t=7nDXdgLk0MObUFmrGAnfLjwRRTtmT3OwxhTtzS9yeQo","ACoAAANCmH4BqwybPEj6XesscxM_s-HrGy38ZxI","https://www.linkedin.com/in/ACoAAANCmH4BqwybPEj6XesscxM_s-HrGy38ZxI","EMPATHY"
"2nd","Freelance Art Director /Motion Designer || ivanmiguel.com","Ivan Miguel","https://media.licdn.com/dms/image/v2/D5603AQH9txyxK5BjJA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1668728910602?e=1756944000&v=beta&t=x0390ZBaEOcaSPaEGFjCQKugEyP3_Qb7wEwZ-se6X4s","ACoAAAe2u9YBlCInW87IYN9NKAwzm3M-dTsZ5hE","https://www.linkedin.com/in/ACoAAAe2u9YBlCInW87IYN9NKAwzm3M-dTsZ5hE","LIKE"
"2nd","Campaign & Creative Manager | MBA","Gilbert Joseph","https://media.licdn.com/dms/image/v2/D4E03AQH6IWi7LdJipg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1715923609204?e=1756944000&v=beta&t=ymmXh-OLfhlBH265Y6tDjt25WusRUg1iPnDSRwBBzOM","ACoAABffgioBL2f4u4jGdEJG80iA8vxwrDWiuxY","https://www.linkedin.com/in/ACoAABffgioBL2f4u4jGdEJG80iA8vxwrDWiuxY","PRAISE"
"2nd","Founder & Design Director @ Tennis | UX Design and Strategy | Digital Transformation | Experiential | Brand | Web and Product Design/Development","Symon Oliver","https://media.licdn.com/dms/image/v2/D5603AQGjhINVozmdog/profile-displayphoto-shrink_100_100/B56ZY5YqjbGcAc-/0/1744719489624?e=1756944000&v=beta&t=kmB2C3Bzm8H_wBI4VRqls2N2v_WXpz5xSPm-Uwv1byo","ACoAAAJBDcgBRAkiUr9ZOecX0sm0eZCbJbyfeo8","https://www.linkedin.com/in/ACoAAAJBDcgBRAkiUr9ZOecX0sm0eZCbJbyfeo8","LIKE"
"2nd","Freelance Motion Designer and Graphics Design Artist |","Aakash Kumar","https://media.licdn.com/dms/image/v2/D5603AQEff8BzOOgATQ/profile-displayphoto-shrink_200_200/B56ZbIXS18HgAY-/0/1747118272857?e=1756944000&v=beta&t=XM7DebzKERDD9pT5ALzNWRLIvXdkHqAhCgb0IlHsCOE","ACoAADVfrIAB26qqC1up897c5v-KVaGOOPxPOeg","https://www.linkedin.com/in/ACoAADVfrIAB26qqC1up897c5v-KVaGOOPxPOeg","LIKE"
"2nd","Motion Designer at CRESCI'S","Hugo Bustamante","https://media.licdn.com/dms/image/v2/D4D03AQFWho35VyB8xQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1673378684015?e=1756944000&v=beta&t=EPbCIOxT0dKdVxqr5ziddXvEOdKW9HDrfShflbMvD54","ACoAACnedDsBRCQs4X-tj04dsVbJkgzwaIim3tg","https://www.linkedin.com/in/ACoAACnedDsBRCQs4X-tj04dsVbJkgzwaIim3tg","LIKE"
"2nd","Video and Motion Designer | Master of Design - MDes","Ekansh Mathnikar","https://media.licdn.com/dms/image/v2/D4D03AQF00xOk9UwIcw/profile-displayphoto-shrink_800_800/B4DZQRMGL8HMAc-/0/1735455172436?e=1756944000&v=beta&t=j2O_H86TqJE6HrQxdNzmkRI0bVragL-ZrhzbM9PY11s","ACoAAClGgCsBCiZfJIR-TDW1t6a-rBkvtJMPrUs","https://www.linkedin.com/in/ACoAAClGgCsBCiZfJIR-TDW1t6a-rBkvtJMPrUs","LIKE"
"3rd+","Freelance Brand & Web Designer who helps ambitious founders turn bold ideas into brands that stick and websites that sell","Bogdan Zerenidis","https://media.licdn.com/dms/image/v2/D4D03AQGhdTV2VJf4iA/profile-displayphoto-shrink_200_200/B4DZbk7t_hG8Ac-/0/1747597582678?e=1756944000&v=beta&t=Drcg88oUy0ZJW1NtGq9_qHvDtLme7RI8L3uetCb8iEU","ACoAACjCTtAB4w1HoJ7qG8ubyljvk1HZVARPVZM","https://www.linkedin.com/in/ACoAACjCTtAB4w1HoJ7qG8ubyljvk1HZVARPVZM","LIKE"
"3rd+","Product Design Manager at Cisco","Noureen K.",,"ACoAAAPwotwBnJgbFDZt1VUv6aNEflUfV7QMOvU","https://www.linkedin.com/in/ACoAAAPwotwBnJgbFDZt1VUv6aNEflUfV7QMOvU","PRAISE"
"2nd","Associate Creative Director at Apple","Esther Chang","https://media.licdn.com/dms/image/v2/C4D03AQGN4zhZAO7XnA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517285089143?e=1756944000&v=beta&t=V5ppO5-czQf9zHli2QB52O8XBHUJAJNaM6kHP4gxOeQ","ACoAAAVLelYBr85vu9b6aR4fIQHA8n8Ygcv25rI","https://www.linkedin.com/in/ACoAAAVLelYBr85vu9b6aR4fIQHA8n8Ygcv25rI","EMPATHY"
"2nd","Graphic Designer | Motion Designer","Wanessa Marinho","https://media.licdn.com/dms/image/v2/C4E03AQHXC9M_BuNodg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1600724865783?e=1756944000&v=beta&t=pxbKq44EnbJLXOtaFoXktYQ2S1Epkkyy2uQyr4cabeU","ACoAADKLzq8BLltTzHAI2Tys3Pqk9Qvi4fX7Jfo","https://www.linkedin.com/in/ACoAADKLzq8BLltTzHAI2Tys3Pqk9Qvi4fX7Jfo","EMPATHY"
"2nd","Freelance 3D/2D Motion Designer | C4D/HU/RS/AE/PR | Video Editor | Ex. Computerface","Willy Hsieh","https://media.licdn.com/dms/image/v2/D5635AQFEVZtSVO-iEw/profile-framedphoto-shrink_200_200/B56Zcb7OXoGoAc-/0/1748520200014?e=1751990400&v=beta&t=yx2O_yfOj_qKJE53B_1k9bQL7FAVpfke8YFcvOK68Ok","ACoAADYID70BYKXTbF2aBGk77zLE368ucKv3_I4","https://www.linkedin.com/in/ACoAADYID70BYKXTbF2aBGk77zLE368ucKv3_I4","LIKE"
"2nd","🚀 Co-Founder at Gillu Studio | 10+ Years in Motion Design | Expert in motion design for Apps & Web 🚀","SAGAR SONI","https://media.licdn.com/dms/image/v2/D5603AQGOw1j0VWMfbA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1725868256975?e=1756944000&v=beta&t=dJ61e7MRxQvk8CyVh8sjts9-02DB8S0OqzAacRzvYoc","ACoAAAjPRJgBbB5lXYdMxGNH7G7a649AkfZro50","https://www.linkedin.com/in/ACoAAAjPRJgBbB5lXYdMxGNH7G7a649AkfZro50","LIKE"
"2nd","Motion Designer @Studio Carbon","Pavan Sachaniya","https://media.licdn.com/dms/image/v2/D4D03AQFVvuWZae9kVw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1706910772644?e=1756944000&v=beta&t=-ATYtb6eFCqrQKfxFoxufjpuvRbZVNbMeF6rNZPysYk","ACoAACeqMp4BTRXl2CGVd36ZsKvAOrhcK6pvfgw","https://www.linkedin.com/in/ACoAACeqMp4BTRXl2CGVd36ZsKvAOrhcK6pvfgw","LIKE"
"2nd","I create lasting impressions for tech & web3 companies by weaving stories that resonate and visuals that attract.","Leo Quinter","https://media.licdn.com/dms/image/v2/D4E03AQEmCxk3IjgZcQ/profile-displayphoto-scale_200_200/B4EZeOKIOqHIAY-/0/1750436710148?e=1756944000&v=beta&t=AZfTFYpR1S9SugUQgcrX-tRmB_uvKZ-Hssh_KT18NMc","ACoAAE9VolIBiwDz0SDyCJK4y9_7jfZZzVPinH8","https://www.linkedin.com/in/ACoAAE9VolIBiwDz0SDyCJK4y9_7jfZZzVPinH8","LIKE"
"2nd","🎬 Audiovisual Content | ♟ Gamification | 🧩 Transmedia","RAQUEL PALOMA TEJEIRO","https://media.licdn.com/dms/image/v2/C4D03AQHkGdRXblrDTw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1632993502222?e=1756944000&v=beta&t=9WdIdV2k8hDfim70eA08N75tA4UjZE6wiptNJsfVmpY","ACoAAA2Ao5QBTRS8N-lQ50sPtEVv7dHAtD8FJss","https://www.linkedin.com/in/ACoAAA2Ao5QBTRS8N-lQ50sPtEVv7dHAtD8FJss","LIKE"
"3rd+","--","Niranjan Mallick","https://media.licdn.com/dms/image/v2/D5603AQFKTOEssHZksA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1694162871864?e=1756944000&v=beta&t=0OuxvA9fayG6wa5z1Qu7tUEbw3inC8ZmQGGfoACUHaw","ACoAADQUjkwBCK_47ChELh_MbE1K3C0UyU5HXwg","https://www.linkedin.com/in/ACoAADQUjkwBCK_47ChELh_MbE1K3C0UyU5HXwg","LIKE"
"2nd","Senior Animator at Fifteen4 Creative Agency","Farid Mahmoodi","https://media.licdn.com/dms/image/v2/C4E03AQEV9-1BWt_7Mg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1644282376449?e=1756944000&v=beta&t=x03VsxCUu82P6Hmc9_CXpF5ukjzAkcZ0FrAyhzP7f0A","ACoAABDmGOIBiudYY27NjYZS1PwGg-dglQvS6ww","https://www.linkedin.com/in/ACoAABDmGOIBiudYY27NjYZS1PwGg-dglQvS6ww","LIKE"
"2nd","Motion Designer | Project Manager | 2D Animator | Video Editor","Jonas P. Carobin",,"ACoAACVR_5UBILNwEEtTIsY3uwAFHqfEaD7P0ms","https://www.linkedin.com/in/ACoAACVR_5UBILNwEEtTIsY3uwAFHqfEaD7P0ms","LIKE"
"3rd+","Motion Design - VFX - Video - Post Production | Young Lions Winner 2023","Liliana Dantas","https://media.licdn.com/dms/image/v2/C4D03AQEMCqQCmFuz9g/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1616676696594?e=1756944000&v=beta&t=eV5S11iIXJicOhNFCLj1mAttMuv-JaTi-wDaQlcWmck","ACoAABsXnfgBsTQmFmGjHzGvNFa96WX2haXHILo","https://www.linkedin.com/in/ACoAABsXnfgBsTQmFmGjHzGvNFa96WX2haXHILo","LIKE"
"2nd","Motion Designer - Art Director","Michael Fremaux","https://media.licdn.com/dms/image/v2/D4E03AQFchGNrWe5GwQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1680649192211?e=1756944000&v=beta&t=IFS-G0YUGbnccxUSwSszbbsHf4xh39rp6PpGWOF-omQ","ACoAAAb7p28Bz1YNx0FWWqYCygSGXoAN3H_IZrI","https://www.linkedin.com/in/ACoAAAb7p28Bz1YNx0FWWqYCygSGXoAN3H_IZrI","LIKE"
"2nd","Creative | Motion Designer | Founder at Follow Film","Alexander Zeeman","https://media.licdn.com/dms/image/v2/D4D03AQF0mro8mz9FfQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1663360713743?e=1756944000&v=beta&t=Bvp3qiKmaxu2C3FpcmfP4rRpdB9966eGX4WfRQ4CYY0","ACoAAA9RtiQBIwJMgqYHAw1536IuYrPyajNgX8A","https://www.linkedin.com/in/ACoAAA9RtiQBIwJMgqYHAw1536IuYrPyajNgX8A","LIKE"
"2nd","Motion & Product Design at Uber","Liz Hayward","https://media.licdn.com/dms/image/v2/D5603AQH3bYzmQ0umRw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1719189390733?e=1756944000&v=beta&t=uA60UsbCBu9fvW_8Kon3pqUdS4wsymDKOkcVO5Z-vWk","ACoAAArRPJ4BAghPB4Z-Sd119mA8YvSDRH5sNaE","https://www.linkedin.com/in/ACoAAArRPJ4BAghPB4Z-Sd119mA8YvSDRH5sNaE","LIKE"
"2nd","Visual Designer at estudio/nk ®","Javier Rojas Hernández","https://media.licdn.com/dms/image/v2/D4D03AQGRt-H56oczMg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1686302168789?e=1756944000&v=beta&t=naTMbq585lOxNY0A8WssrSwPrJ4BZcbCpzA5tAe2XnM","ACoAAC3dgmMB0C2L1kwRA7kSfcHH4CA2KyFpOO4","https://www.linkedin.com/in/ACoAAC3dgmMB0C2L1kwRA7kSfcHH4CA2KyFpOO4","LIKE"
"2nd","Senior Graphic Designer at Bruce Mau Design","Joshua Pong","https://media.licdn.com/dms/image/v2/C4E03AQHrw2xBI3rFDQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1658162925743?e=1756944000&v=beta&t=1tM-bOX2HInLprJkXm6fxKTmisNa4kOIZ3fdtKLHBPY","ACoAADzXAqMBYYEIxjDqPsBp5Prg47z_y9Gg4vw","https://www.linkedin.com/in/ACoAADzXAqMBYYEIxjDqPsBp5Prg47z_y9Gg4vw","LIKE"
"2nd","Creative Director","Laurence Mencé","https://media.licdn.com/dms/image/v2/C4D03AQEdsut-N2r-cg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1596262031263?e=1756944000&v=beta&t=58LeLbMD9dDwogjoYFgnlfA24EKOeMWR2BMMGGuvKZQ","ACoAAABpoFsBBYQ-ZV-Sm1NJt9mVNVHIJgarbrg","https://www.linkedin.com/in/ACoAAABpoFsBBYQ-ZV-Sm1NJt9mVNVHIJgarbrg","LIKE"
"2nd","Senior Content Specialist at Hello, - Motion Designer 2D/3D - Art Director - Video Editor - Video Production Supervisor","Silvia Belá","https://media.licdn.com/dms/image/v2/D4D03AQEYGOwEulFHpw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1683630237181?e=1756944000&v=beta&t=w3KzuDpq4x_ObkwbojQDBbj6QznERvPYw6nl2S2f4WU","ACoAACQzCAUB-plOaQZCoOTq4BJJpJfNQYyNlqs","https://www.linkedin.com/in/ACoAACQzCAUB-plOaQZCoOTq4BJJpJfNQYyNlqs","LIKE"
